"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@0:0","<wavy>Welcome to the Reflection Pool.</wavy>","<wavy>欢迎到访镜光池.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@0:1","<wavy>Before you proceed, you must fix this world one last time.</wavy>","<wavy>在继续之前,你必须最后一次[修复]这个区域.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:0","<wavy>Welcome to the Reflection Pool.</wavy>","<wavy>欢迎到访镜光池.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:1","<wavy>You desire... <var>Cat</var>.</wavy>","<wavy>你的愿望是...<var>Cat</var>.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:2","<wavy>Though I do not have what you seek, I have the path forward.</wavy>","<wavy>我没法直接把它交给你,但我有下一步的出路.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:3","<wavy>If you wish for <var>Cat</var>, then leave the Artifact here.</wavy>","<wavy>想要见到<var>Cat</var>,你需要将那块[石板]交给我.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@2:0","<wavy>You have done this world a great service.</wavy>","<wavy>你修复了这个世界--我代表它向你致谢.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@2:1","<wavy>Goodbye, adventurer. May we one day meet again.</wavy>","<wavy>再见了,旅行者.我们终将再次见面.</wavy>","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@AllCollected:0","Woah, you have them all!","哇,你把它们全部集齐了!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@MissingError:0","You should only be missing one but I'm not sure where -- something went wrong tell the devs!","游戏出错了:你应该还差一个但是程序并不知道是哪一个...请联系开发者!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@MissingMultiple:0","You're missing: <allAreas/>.","你还需要从以下区域收集:<allAreas/>.","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@MissingOne:0","You're only missing the one from <area/>!","你离全收集只差 <area/>了!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@NoneCollected:0","You're missing... all of them!","你...什么也没有收集!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@0:0","Welcome to my bakery! Oh? You've met my brother?","欢迎来到我的面包房!哦?你见到了我的兄弟?","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@0:1","Then you must know about our quest for the <wavy>Legendary Cheese Burger!</wavy>","那么你一定听说了我们寻找<wavy>传奇芝士堡</wavy>的经历!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@0:2","How many pieces of Breadge do you have?","你收集了多少[小面堡]?","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@1:0","How many pieces of Breadge do you have?","你收集了多少[小面堡]?","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@1:1","You're missing... all of them!","你...什么也没有收集!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@2:0","How many pieces of Breadge do you have?","你收集了多少[小面堡]?","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@2:1","Woah, you have <var>MagiTechBreadgeAmount</var>!","哇,你已经收集了<var>MagiTechBreadgeAmount</var>个小面堡!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@2:2","<var>MagiTechBreadgeHint</var>","<var>MagiTechBreadgeHint</var>","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@3:0","How many pieces of Breadge do you have?","你收集了多少[小面堡]?","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@3:1","Woah... you have... all 9 of them!!","哇...你集齐了...全部9个!!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@3:2","Give them here, I'll combine them together!","把它们给我,我可以帮你[组装]传奇芝士堡!","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@4:0","It's so... decadent...","它多么的...华丽...","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@4:1","Breadge sandwiched in breadge sandwiched in breadge...","小面堡夹着小面堡,夹着小面堡...","",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@4:2","I can die in peace now. Thank you, explorer.","我死而无憾了.谢谢你,探险家.","",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Barron@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Barron@1:0","You're the best intern we ever had, and we didn't even pay you!","你是我们至今最能干的实习生,我们甚至不用给你发薪水!","",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Barron@1:1","I'll make sure our future interns are unpaid so we'll really get our money's worth!","我会确保今后的实习生都没有工资!","",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Filler Scientist (2)@0:0","I hope you find <var>Cat</var> safely!","祝你一路平安,找到<var>Cat</var>!","",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Flat Tire Guy@0:0","There's always something to fix...","总有需要维修的地方...","",
"Map/EightPuzzle/MagitechSTile (9)/Objects/On Duty Alien 4@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (9)/Objects/On Duty Alien 4@1:0","say hi to the homies for me.","请向我的同胞们问好~","",
"Map/EightPuzzle@MultiGemHint:0","Hmmm... the gems should be somewhere in this area. Can you get me: <remainingGems/>?","额...宝石应该在这个区域附近.能把这些宝石给我么:<remainingGems/>?","",
"Map/EightPuzzle@SingleGemHint:0","Uh oh, something went wrong! Make sure to get all the gems and let a dev know.","宝石提示出错了!请联系开发者们!","",
"Map/EightPuzzle@SingleGemHint:1","I heard the Village Gem was spotted near the laser.","我听说[小镇宝石]在激光炮的边上.","",
"Map/EightPuzzle@SingleGemHint:2","The Cave Gem was a part of some Desync experiments in the past.","[洞穴宝石]曾被用在[过去]某个关于时间分裂的实验里.","",
"Map/EightPuzzle@SingleGemHint:3","The Ocean gem..? Uh... something is wrong.","[海洋宝石]...?你应该已经捡到了!请联系开发者!","",
"Map/EightPuzzle@SingleGemHint:4","The Jungle gem was owned by the same wizard who made this recipe!","[雨林宝石]是一名巫师的藏品--他发明了这个配方!","",
"Map/EightPuzzle@SingleGemHint:5","I heard the Desert gem was lost in the ancient temple in the Impact Zone.","我听说[沙漠宝石]被遗失在了陨石坑那边一个古老的神庙里面.","",
"Map/EightPuzzle@SingleGemHint:6","The Factory gem should be in the museum.","[工厂宝石]应该在博物馆里.","",
"Map/EightPuzzle@SingleGemHint:7","The Mountain gem should be in the museum.","[山脉宝石]应该在博物馆里.","",
"Map/EightPuzzle@SingleGemHint:8","The Military gem was spotted behind one of the rocks in the past, towards the west.","[军队宝石]在[过去]的一块石头后面,应该在西边.","",
"Map/EightPuzzle@SingleGemHint:9","The MagiTech gem... is on the tile I haven't given you! Something went wrong!","[MRI宝石]...在我还没有给你的一个滑块上面!游戏出错了!","",
"Map/World Grid/Airlock/Airlock Scientist@0:0","H- Hello? Who are you?","你-你好?你是谁?","",
"Map/World Grid/Airlock/Airlock Scientist@0:1","Don't mind me, I'm not from around here either.","哦,不要在意,我也不是本地人.","",
"Map/World Grid/Airlock/Airlock Scientist@1:0","Hold on, I'm almost done setting everything up for this experiment!","等一下,我就快要准备好进行实验了!","",
"Map/World Grid/Airlock/Airlock Scientist@1:1","Come back in a bit, you can take part too.","过一会回来,你也可以参加实验!","",
"Map/World Grid/Airlock/Airlock Scientist@2:0","We've finally finished unpacking our research equipment.","我刚刚布置好实验器材.","",
"Map/World Grid/Airlock/Airlock Scientist@2:1","I'm investigating entangled items!","我正在研究被[纠缠]的物件!","",
"Map/World Grid/Airlock/Airlock Scientist@2:2","Whatttt, you wanted that gem? But it's already a part of the experiment!","什么?你想要那块宝石?但它是实验的一部分!","",
"Map/World Grid/Airlock/Airlock Scientist@2:3","We managed to entangle a conductive bob somewhere, it should help in finishing this.","我们成功纠缠住了一个[导电球]--虽然我并不清楚它在哪里,但是应该对实验有些作用...","",
"Map/World Grid/Airlock/Airlock Scientist@3:0","Aha, this appears to be the conductive bob from the present.","啊哈,这个是来自[现在]的导电球.","",
"Map/World Grid/Airlock/Airlock Scientist@4:0","Aha, this appears to be the conductive bob from the past.","啊哈,这个是来自[过去]的导电球.","",
"Map/World Grid/Airlock/Airlock Scientist@5:0","How fascinating! Moving the past item affects its future self.","多么神奇!移动[过去]的物件会影响它[未来]的状态.","",
"Map/World Grid/Airlock/Airlock Scientist@5:1","I will continue these experiments. We must understand it all.","我必须继续进行实验.还有太多的未知没有被破译!","",
"Map/World Grid/Airlock/Airlock Scientist@6:0","What?! Pack it up?? But the experiments just started!","什么?打包走人?!但是实验才刚刚开始!","",
"Map/World Grid/BaseDecorations/Bottom/Left/TruckHorizontal/Drew@0:0","Dump truck delivered.","货车到站.","",
"Map/World Grid/BaseDecorations/Bottom/Left/TruckHorizontal/Drew@1:0","Where should I put my dump truck now?","现在我该把它停到哪里?","",
"Map/World Grid/BaseDecorations/Desert/Outside/Camper@0:0","Oh jeez! My fire's dying but I don't have any wood.","哦天哪!我没有更多的柴火可烧了!","",
"Map/World Grid/BaseDecorations/Desert/Outside/Camper@1:0","Yes!! Time to boil some noodles!","太好了!!是时候煮点面条了!","",
"Map/World Grid/BaseDecorations/Desert/Outside/Camper@2:0","Mmmm, those noodles were de-lec-ta-ble!","面条~真香~","",
"Map/World Grid/BaseDecorations/Desert/T3/VIP Bro@0:0","Studies suggest there are all kinds of relics still down there!","有研究声称,这下面埋着一大堆古代的遗物.","",
"Map/World Grid/BaseDecorations/Desert/T3/VIP Bro@1:0","I hope there are dinosaurs too.","我希望能挖出个恐龙来.","",
"Map/World Grid/BaseDecorations/Desert/T3/VIP Bro@2:0","Good heavens, what are you doing?","天哪,你在干什么?","",
"Map/World Grid/BaseObjects/Barry@0:0","Some good weather for once at the MRI. How about a picnic for lunch Wags?","MRI的天气真好.要不要去野餐,老瓦?","",
"Map/World Grid/BaseObjects/Barry@1:0","Perfect weather for your launch!","正是发射火箭的好天气!","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:0","Believe it or not, magic is real! Alchemy too!","嘿,我可不管你信不信.[魔法]可不是杜撰的,还有[炼金术]!!","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:1","I heard you got permission to ride the rocket. Problem is, it has no fuel.","听说你要去太空旅行了,但是没有足够的[燃料].","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:2","But! This here Gem-Fuel machine can convert magic gems into fuel for a rocket.","还好我这里正好有一台[宝石炼金仪]-它能把多种魔法宝石融合转化为火箭燃料.","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:3","Here, go ahead and try putting that blue gem over there into the fuel converter.","试着把这块蓝色宝石放到那个槽位上.","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@1:0","Once you find the other 8 gems, we can distill their essence into powerful, magical fuel!","只要找到另外8颗不同的宝石,就可以启动仪器并制造出强力的魔法燃料!","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@1:1","Take this <wavy>Gem Transporter</wavy>. It'll automatically teleport any gems you find to the alchemy machine.","不过我可不需要你来回跑腿,这个<wavy>宝石传送器</wavy>会自动把你收集到的宝石传送到对应的槽位上.","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@2:0","Here, let me take out that Ocean gem for you so you can try it out.","我把[海洋宝石]拿出来给你做个示范:传送器会自动把它送回这里.","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@3:0","Good luck out there. Only <var>magiTechNumRemainingGems</var> gems left.","只缺 <var>magiTechNumRemainingGems</var>块宝石了.祝好运~","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@4:0","That Gem-Fuel Recipe! Where did you get it!?","那个[宝石燃料配方]!你是从哪里哪来的?!","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@4:1","Hmm... it looks like we're a few gems short.","看起来我们还缺几块宝石...","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@4:2","<var>MagitechGemFuelHint</var>","<var>MagitechGemFuelHint</var>","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@5:0","Aha, the Gem-Fuel Recipe! It's nearly complete!","啊哈,我们快要凑齐[宝石燃料配方]的材料了.","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@5:1","Once we get the final gem, we mix them and super-power the rocket.","只要拿到最后一块宝石,我们就能制造出""超级燃料""了!","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@6:0","We just need the last gem! It should be in the past.","我们只需要最后一块宝石了!它应该在[过去].","",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@7:0","All of the gems are here! Let's get the Gem Fuel pumping!","集齐所有宝石了!","",
"Map/World Grid/BaseObjects/Wagner@0:0","Say Barry, it's a fine day at the Magic Research Institute isn't it?","巴里,MRI的天气真好,不是么?","",
"Map/World Grid/BaseObjects/Wagner@1:0","Research wouldn't be so advanced without you.","我们的研究成果少不了你的贡献.","",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@0:0","Har har har these explosives are so *powerful*","吼.吼.吼.这些爆炸物太""劲爆""了.","",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@0:1","Haha get it, they're such a *blast*","哈哈,懂吗?""劲爆""--因为它,它会,它会""爆"".","",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@1:0","Woah.","哇.","",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@1:1","That one really *knocked my socks off*","那一下真的使我""震""惊.","",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@2:0","You're back! It's always a *blast* to have you around.","你回来了!哈哈,我""响死""你啦.","",
"Map/World Grid/Past West/Archeologist@0:0","THE WIZARDING ERA IS REEEAAAAAALLLLLLLL","[巫师时代]是真的!1!!!1!!!","",
"Map/World Grid/Past West/Archeologist@0:1","w-w-w-whe-sdfwefl-wheRE DO I EVEN START","哈佛格apwef拉斯反馈agh;asla","",
"Map/World Grid/Past West/Archeologist@0:2","i- i need to write this all down!","我-我需要全部记下来!","",
"Map/World Grid/Past West/Archeologist@1:0","i- i need to write this all down!","我-我需要全部记下来!","",
"Map/World Grid/Past West/Archeologist@1:1","wait.. chad??","等等...大碴??","",
"Map/World Grid/Past West/Archeologist@2:0","chad, whats wrong??","你怎么了?","",
"Map/World Grid/Past West/Archeologist@2:1","chad...","大碴...","",
"Map/World Grid/Past West/Archeologist@2:2","chad... im sorry... i should have noticed sooner.","大碴...抱歉...我应该早点注意到的.","",
"Map/World Grid/Past West/Archeologist@2:3","but you shouldnt feel bad! youve done so much to help me!","--你不应该自卑!你做出了很多贡献!","",
"Map/World Grid/Past West/Archeologist@2:4","you helped us journey to this continent, and you even found relics in the village and jungle!","你帮助我们一路走到了这里,还[发现]了小镇和雨林里的古遗物!","",
"Map/World Grid/Past West/Archeologist@2:5","stop comparing yourself to others. think about what <wavy>you</wavy> can do!","不要老是和别人对比了,多想想<wavy>你自己</wavy>能做到的!","",
"Map/World Grid/Past West/Archeologist@3:0","youll get through it chad. i know you will!!","希望你能早点好起来.你一定可以的!!!","",
"Map/World Grid/Past West/Archeologist@4:0","oMG this cant be real","哇,难以置信--","",
"Map/World Grid/Past West/Archeologist@4:1","if i do recall, this is the legendary battle between Ignis and Galvic!!","这应该是传说中[火焰巫师伊格尼斯]和[雷电巫师加尔维克]的对决!","",
"Map/World Grid/Past West/Archeologist@4:2","ive gotta sketch this quick!","我要画下来!","",
"Map/World Grid/Past West/Archeologist@5:0","this castle...","这个城堡...","",
"Map/World Grid/Past West/Archeologist@5:1","there are no remnants of it today! where did it go??","至今并没有发现过任何遗迹!它消失去哪里了?","",
"Map/World Grid/Past West/Archeologist@6:0","hmm...? what could this be?","这...这是什么?","",
"Map/World Grid/Past West/Archeologist@6:1","something unknown? how exciting!!","一个谁也猜不到是什么的物件?我好激动!!","",
"Map/World Grid/Past West/Archeologist@7:0","woah... what is this..?","哇...这是...?","",
"Map/World Grid/Past West/Archeologist@7:1","some sort of... pool of energy?","某种...池子状的[能量]聚合?","",
"Map/World Grid/Past West/Archeologist@8:0","i recognize this.","我认识这个.","",
"Map/World Grid/Past West/Archeologist@8:1","this is the same pedestal as in the desert temple!","沙漠神庙里面有一个一摸一样的[基座].","",
"Map/World Grid/Past West/Archeologist@8:2","it looks like a slot for your artifact.","那个[空槽]的尺寸好像和你那块石板一摸一样.","",
"Map/World Grid/Past West/Archeologist@9:0","woaH","哇!","",
"Map/World Grid/Past West/Archeologist@9:1","thats the final gem, you got all 9!!","那是最后一块宝石,你收集了全部9块!","",
"Map/World Grid/Past West/Archeologist@9:2","it looks like it wants you to leave the artifact here... whoever ""it"" is...","看起来[它]想让你把石板留下来...虽然我并不清楚[它]到底是个什么东西...","",
"Map/World Grid/Past West/Archeologist@9:3","well!","好吧!","",
"Map/World Grid/Past West/Archeologist@9:4","explorer! im so glad we got to go on this journey together!","探险家!我很有幸与你一同旅行!","",
"Map/World Grid/Past West/Archeologist@9:5","theres been so many new revelations... new relics... a whole new society!!!!","我们的发现打破了许多常识--我们破解了那么多的神秘遗迹,还发现了一个新的文明!!!!","",
"Map/World Grid/Past West/Archeologist@9:6","i better get an award for all the writing im about to do","我等不及写下我的传世杰作了!","",
"Map/World Grid/Past West/Archeologist@9:7","oh!! and thanks for helping cheer chad up, it's been a whole journey for him too","对了!!谢谢你帮大碴振作起来,这次旅行对他来说一定也很有意义吧.","",
"Map/World Grid/Past West/Archeologist@9:8",":3",":3","",
"Map/World Grid/Present South/Future South/Baboon@0:0","...","...","",
"Map/World Grid/Present South/Future South/Baboon@1:0","Space is waayyyy too far from the ground. No thanks.","太空离地太--远了,我可不去.","",
"Map/World Grid/Present South/Future South/Burt the Craftsman@0:0","...","...","",
"Map/World Grid/Present South/Future South/Burt the Craftsman@1:0","I wonder if they'd let me ""borrow"" some of those gems...","真希望我能""借来""一些宝石...","",
"Map/EightPuzzle/MagitechSTile (1) Past/Objects/Portal Operator 1/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (1) Past/Objects/Portal Operator 1/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Chad/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Fezziwig/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (1)/Objects/Portal Operator 2/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/Explosives Man/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (2) Past/Objects/NPC Bomb Sign/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Foreman/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (2)/Objects/Laser Operator/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/NPC Bomb Sign/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Fire Wizard Past/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker/Canvas/Dialogue BG Font","","","enableWordWrapping:1;extraPadding:0;family:PixelUnicodeFill;fontSize:1;lineSpacing:-66;overflowMode:Overflow;wordSpacing:5.6;",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Commander/Canvas/Dialogue","","","enableWordWrapping:1;extraPadding:0;family:TinyUnicode SDF;fontSize:1;lineSpacing:-45;overflowMode:Overflow;wordSpacing:-10;",
